symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen
TMEM106B	0.3592786894377671	0.5604460838831586	No data	No data	No data	No data	No data	No data	No data	No data
PCSK6	0.3591670423630948	0.5739873150274438	No data	No data	No data	No data	No data	No data	No data	No data
TDRD15	0.3591563267628488	0.5907848856709793	No data	No data	No data	No data	No data	No data	No data	No data
ADGRL3	0.35913656756185547	0.5907523832857227	No data	No data	No data	No data	No data	No data	No data	No data
LMOD1	0.3589175250217031	0.5689424188336876	No data	No data	No data	No data	No data	No data	No data	No data
GGCX	0.3580314284177315	0.5889345133102818	No data	No data	No data	No data	No data	No data	No data	No data
SKI	0.357917022574552	0.5870745146920101	No data	No data	No data	No data	No data	No data	No data	No data
CPS1	0.3570929852963255	0.5814096509342976	No data	No data	No data	No data	No data	No data	No data	No data
RRBP1	0.3565980500703878	0.585664818573348	No data	No data	No data	No data	No data	No data	No data	No data
TIMP2	0.3563138360848785	0.5791849085468632	No data	No data	No data	No data	No data	No data	No data	No data
UNC5C	0.3558638317193173	0.5847610505361196	No data	No data	No data	No data	No data	No data	No data	No data
IL1RN	0.3555427925725029	0.5696240636726219	No data	No data	No data	No data	No data	No data	No data	No data
SGCD	0.35521317740587455	0.5813434852392615	No data	No data	No data	No data	No data	No data	No data	No data
DHX58	0.3549059825835232	0.5806777469000461	No data	No data	No data	No data	No data	No data	No data	No data
FGB	0.3548671312142315	0.5716548528697514	No data	No data	No data	No data	No data	No data	No data	No data
ADRA1D	0.3548492816503265	No data	No data	No data	No data	No data	No data	No data	No data	No data
ADRA1A	0.3541785550095426	No data	No data	No data	No data	No data	No data	No data	No data	No data
INHBC	0.35377497737993696	0.5819329745586396	No data	No data	No data	No data	No data	No data	No data	No data
FTO	0.3533041417545288	0.5468924658447998	No data	No data	No data	No data	No data	No data	No data	No data
CD209	0.35302072533871887	0.5769813763131119	No data	No data	No data	No data	No data	No data	No data	No data
NME7	0.35301926690057084	0.5790180785100911	No data	No data	No data	No data	No data	No data	No data	No data
ZNF268	0.35294253070935266	0.5805636629957862	No data	No data	No data	No data	No data	No data	No data	No data
KNG1	0.35267895612629613	0.5731914237866118	No data	No data	No data	No data	No data	No data	No data	No data
VPS33B	0.35237753659540677	0.5796342905801007	No data	No data	No data	No data	No data	No data	No data	No data
ADRA1B	0.3521274726579242	No data	No data	No data	No data	No data	No data	No data	No data	No data
DYNC2LI1	0.3520168069104746	0.5790409176397112	No data	No data	No data	No data	No data	No data	No data	No data
CST3	0.3519504996252452	0.5319108675567066	No data	No data	No data	No data	No data	No data	No data	No data
IFIH1	0.35181528985266947	0.5698437799162676	No data	No data	No data	No data	No data	No data	No data	No data
NR2C1	0.3516900063494289	0.5785033555317712	No data	No data	No data	No data	No data	No data	No data	No data
TTC32	0.35150368277153166	0.5758495790368126	No data	No data	No data	No data	No data	No data	No data	No data
OSM	0.3514755688098816	0.5730560827127847	No data	No data	No data	No data	No data	No data	No data	No data
KIAA0040	0.35116199470131826	0.5776348164641915	No data	No data	No data	No data	No data	No data	No data	No data
TMED10	0.3508539138422292	0.5771280468445251	No data	No data	No data	No data	No data	No data	No data	No data
VDR	0.3502724843911539	No data	No data	No data	No data	No data	No data	No data	No data	No data
MAP3K4	0.34995878037704453	0.5756556202645569	No data	No data	No data	No data	No data	No data	No data	No data
CORO6	0.3488503523700404	0.5738323403594118	No data	No data	No data	No data	No data	No data	No data	No data
MMAB	0.3487141662005244	0.5590770896920185	No data	No data	No data	No data	No data	No data	No data	No data
DNMT3A	0.34855230241861873	0.568360032945078	No data	No data	No data	No data	No data	No data	No data	No data
TBX20	0.34794373126773703	0.5705256685791404	No data	No data	No data	No data	No data	No data	No data	No data
GTF3C4	0.3478518868031833	0.5721899403185193	No data	No data	No data	No data	No data	No data	No data	No data
PLXND1	0.3476611804596125	0.5718762428642695	No data	No data	No data	No data	No data	No data	No data	No data
STXBP5	0.3474839153641839	0.571584655242578	No data	No data	No data	No data	No data	No data	No data	No data
FNDC3B	0.3472669652546403	0.5712277887860735	No data	No data	No data	No data	No data	No data	No data	No data
HAUS6	0.34695862866716254	0.5707205985126261	No data	No data	No data	No data	No data	No data	No data	No data
PREX1	0.34683824129450974	0.5699146396283873	No data	No data	No data	No data	No data	No data	No data	No data
ABCC8	0.3458371389623968	No data	No data	No data	No data	No data	No data	No data	No data	No data
MAN2A2	0.34504561712572546	0.5602786702165227	No data	No data	No data	No data	No data	No data	No data	No data
AKAP12	0.34426349554962554	0.566287309184095	No data	No data	No data	No data	No data	No data	No data	No data
GIT2	0.34319104890937924	0.5645232158950897	No data	No data	No data	No data	No data	No data	No data	No data
SCN5A	0.3430243020699856	No data	No data	No data	No data	No data	No data	No data	No data	No data
GEM	0.3426732442466468	0.5618697960768205	No data	No data	No data	No data	No data	No data	No data	No data
EPB41L4A	0.34260942784717746	0.5635664934120591	No data	No data	No data	No data	No data	No data	No data	No data
CCDC69	0.3421722415941312	0.5628473552227061	No data	No data	No data	No data	No data	No data	No data	No data
PLCB2	0.3421044195059123	0.5627357930375276	No data	No data	No data	No data	No data	No data	No data	No data
TM4SF4	0.3415171810243346	0.5617698303261717	No data	No data	No data	No data	No data	No data	No data	No data
GABRB1	0.3400955951665222	No data	No data	No data	No data	No data	No data	No data	No data	No data
GABRD	0.33917164552981044	No data	No data	No data	No data	No data	No data	No data	No data	No data
GABRA4	0.33917164552981044	No data	No data	No data	No data	No data	No data	No data	No data	No data
GABRA6	0.33917164552981044	No data	No data	No data	No data	No data	No data	No data	No data	No data
GABRQ	0.33917164552981044	No data	No data	No data	No data	No data	No data	No data	No data	No data
GABRP	0.33917164552981044	No data	No data	No data	No data	No data	No data	No data	No data	No data
SCN4A	0.33917164552981044	No data	No data	No data	No data	No data	No data	No data	No data	No data
GABRA2	0.33917164552981044	No data	No data	No data	No data	No data	No data	No data	No data	No data
GABRB2	0.33917164552981044	No data	No data	No data	No data	No data	No data	No data	No data	No data
GABRA5	0.33917164552981044	No data	No data	No data	No data	No data	No data	No data	No data	No data
GABRG2	0.33917164552981044	No data	No data	No data	No data	No data	No data	No data	No data	No data
GABRG3	0.33917164552981044	No data	No data	No data	No data	No data	No data	No data	No data	No data
GABRA3	0.33917164552981044	No data	No data	No data	No data	No data	No data	No data	No data	No data
GABRB3	0.33917164552981044	No data	No data	No data	No data	No data	No data	No data	No data	No data
GABRE	0.33917164552981044	No data	No data	No data	No data	No data	No data	No data	No data	No data
GABRG1	0.33917164552981044	No data	No data	No data	No data	No data	No data	No data	No data	No data
GABRA1	0.33917164552981044	No data	No data	No data	No data	No data	No data	No data	No data	No data
FOXN4	0.33906609444447605	0.554698325032853	No data	No data	No data	No data	No data	No data	No data	No data
ATG16L2	0.33868975318418754	0.5559790559789739	No data	No data	No data	No data	No data	No data	No data	No data
CLEC4G	0.33733243298010385	0.5548862375543112	No data	No data	No data	No data	No data	No data	No data	No data
MRC2	0.33691485433952956	0.5511596984105498	No data	No data	No data	No data	No data	No data	No data	No data
ACAD10	0.33576669200089715	0.5477733534792445	No data	No data	No data	No data	No data	No data	No data	No data
NDUFS4	0.335545676113105	0.07895007522526207	No data	No data	No data	No data	No data	No data	No data	No data
FAM177B	0.33504688026799545	0.5476395182890329	No data	No data	No data	No data	No data	No data	No data	No data
MAFB	0.33495012869949503	0.5435668147958715	No data	No data	No data	No data	No data	No data	No data	No data
CCM2	0.33485151672757074	0.5489815263097256	No data	No data	No data	No data	No data	No data	No data	No data
SERPINE1	0.33468760652837903	0.5053522162524319	No data	No data	No data	No data	No data	No data	No data	No data
INPP5B	0.3338826966908363	0.5492116833076428	No data	No data	No data	No data	No data	No data	No data	No data
KCNK3	0.3334431577821976	No data	No data	No data	No data	No data	No data	No data	No data	No data
NEGR1	0.3326270093036382	0.5465382421063285	No data	No data	No data	No data	No data	No data	No data	No data
MPDZ	0.3322765506352354	0.5465696950058312	No data	No data	No data	No data	No data	No data	No data	No data
SCML4	0.33212548632441075	0.5422176728014279	No data	No data	No data	No data	No data	No data	No data	No data
WDR11	0.3321050858364059	0.5462876484316107	No data	No data	No data	No data	No data	No data	No data	No data
KCNK9	0.33159525850877414	No data	No data	No data	No data	No data	No data	No data	No data	No data
GLRA1	0.33159525850877414	No data	No data	No data	No data	No data	No data	No data	No data	No data
KCNK2	0.33159525850877414	No data	No data	No data	No data	No data	No data	No data	No data	No data
KCNK18	0.33159525850877414	No data	No data	No data	No data	No data	No data	No data	No data	No data
KCNK10	0.33159525850877414	No data	No data	No data	No data	No data	No data	No data	No data	No data
CCNL1	0.3315174802589793	0.545321081875458	No data	No data	No data	No data	No data	No data	No data	No data
AR	0.33126399046892796	0.3269155073172253	No data	No data	No data	No data	No data	No data	No data	No data
TBPL1	0.3300354238291751	0.5387680266947392	No data	No data	No data	No data	No data	No data	No data	No data
CTRB1	0.3300198507762845	0.5398179411080188	No data	No data	No data	No data	No data	No data	No data	No data
KCNJ11	0.32896035536709717	No data	No data	No data	No data	No data	No data	No data	No data	No data
PRDM6	0.3289539056603623	0.5404962655232923	No data	No data	No data	No data	No data	No data	No data	No data
SREBF1	0.3284088142326577	0.5204687636581901	No data	No data	No data	No data	No data	No data	No data	No data
TMOD4	0.3273810559164165	0.5385169779234726	No data	No data	No data	No data	No data	No data	No data	No data
NDUFC2	0.3259873975192875	No data	No data	No data	No data	No data	No data	No data	No data	No data
MT-ND2	0.3258770368682358	No data	No data	No data	No data	No data	No data	No data	No data	No data
NOS3	0.32587485993907345	0.47742709205802375	No data	No data	No data	No data	No data	No data	No data	No data
LRRC37A2	0.3257577562093115	0.5358467731674669	No data	No data	No data	No data	No data	No data	No data	No data
SIPA1	0.3251872452889089	0.5343003952264568	No data	No data	No data	No data	No data	No data	No data	No data
NDUFA1	0.3251378771588664	No data	No data	No data	No data	No data	No data	No data	No data	No data
TOMM40	0.32511114247149353	0.5271238056620675	No data	No data	No data	No data	No data	No data	No data	No data
NDUFB8	0.32504548219519525	No data	No data	No data	No data	No data	No data	No data	No data	No data
HCN4	0.324693868027891	No data	No data	No data	No data	No data	No data	No data	No data	No data
ADH4	0.32468152597006755	0.5264773211752655	No data	No data	No data	No data	No data	No data	No data	No data
MT-ND1	0.32462457180513765	No data	No data	No data	No data	No data	No data	No data	No data	No data
TDRKH	0.3246044652208159	0.5339496970643535	No data	No data	No data	No data	No data	No data	No data	No data
FBN2	0.32441015711598137	0.5330221441887063	No data	No data	No data	No data	No data	No data	No data	No data
ENSG00000288529	0.3243431590953579	0.5335198683297597	No data	No data	No data	No data	No data	No data	No data	No data
NDUFV1	0.3242139275221546	No data	No data	No data	No data	No data	No data	No data	No data	No data
GPD2	0.3240753350766479	No data	No data	No data	No data	No data	No data	No data	No data	No data
NDUFA4	0.32402913759481233	No data	No data	No data	No data	No data	No data	No data	No data	No data
MT-ND4	0.32384434766746995	No data	No data	No data	No data	No data	No data	No data	No data	No data
MT-ND5	0.32384434766746995	No data	No data	No data	No data	No data	No data	No data	No data	No data
NDUFV2	0.32375195270379875	No data	No data	No data	No data	No data	No data	No data	No data	No data
NDUFA8	0.32375195270379875	No data	No data	No data	No data	No data	No data	No data	No data	No data
NDUFA13	0.32375195270379875	No data	No data	No data	No data	No data	No data	No data	No data	No data
NDUFA10	0.32375195270379875	No data	No data	No data	No data	No data	No data	No data	No data	No data
NDUFS6	0.32375195270379875	No data	No data	No data	No data	No data	No data	No data	No data	No data
NDUFA6	0.32375195270379875	No data	No data	No data	No data	No data	No data	No data	No data	No data
FGGY	0.3237215051288188	0.5324972947589168	No data	No data	No data	No data	No data	No data	No data	No data
NDUFAB1	0.3233823728491141	No data	No data	No data	No data	No data	No data	No data	No data	No data
NDUFA9	0.3233823728491141	No data	No data	No data	No data	No data	No data	No data	No data	No data
MT-ND6	0.3233823728491141	No data	No data	No data	No data	No data	No data	No data	No data	No data
NDUFB11	0.3233823728491141	No data	No data	No data	No data	No data	No data	No data	No data	No data
NDUFA2	0.3233823728491141	No data	No data	No data	No data	No data	No data	No data	No data	No data
NDUFAF4	0.3233823728491141	No data	No data	No data	No data	No data	No data	No data	No data	No data
NDUFB5	0.3233823728491141	No data	No data	No data	No data	No data	No data	No data	No data	No data
